question,answer,source_link,main_block_badge
Trách nhiệm của BHXH Việt Nam trong thực hiện BHYT?,"1. Tổ chức BHYT có chức năng thực hiện chế độ, chính sách, pháp luật về BHYT, quản lý và sử dụng quỹ BHYT. 2. Chính phủ quy định cụ thể về tổ chức, chức năng, nhiệm vụ và quyền hạn của tổ chức BHYT.",https://dichvucong.moh.gov.vn/web/guest/hoi-dap?p_p_id=hoidap_WAR_oephoidapportlet&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_hoidap_WAR_oephoidapportlet_jspPage=%2Fhtml%2Fhoidap%2Fportlet%2Fguihoidap%2Ftimkiem_cauhoi.jsp&_hoidap_WAR_oephoidapportlet_linhvuc_id=1,24 câu hỏi
Câu hỏi Câu hỏi 7 :Các hành vi bị nghiêm cấm trong luật BHYT?,"1. Không đóng hoặc đóng BHYT không đầy đủ theo quy định của Luật BHYT. 2. Gian lận, giả mạo hồ sơ, thẻ BHYT. 3. Sử dụng tiền đóng BHYT, quỹ BHYT sai mục đích. 4. Cản trở, gây khó khăn hoặc làm thiệt hại đến quyền, lợi ích hợp pháp của người tham gia BHYT và của các bên liên quan đến BHYT. 5. Cố ý báo cáo sai sự thật, cung cấp sai lệch thông tin, số liệu về BHYT. 6. Lợi dụng chức vụ, quyền hạn, chuyên môn, nghiệp vụ để làm trái với quy định của pháp luật về BHYT.",https://dichvucong.moh.gov.vn/web/guest/hoi-dap?p_p_id=hoidap_WAR_oephoidapportlet&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_hoidap_WAR_oephoidapportlet_jspPage=%2Fhtml%2Fhoidap%2Fportlet%2Fguihoidap%2Ftimkiem_cauhoi.jsp&_hoidap_WAR_oephoidapportlet_linhvuc_id=1,24 câu hỏi
Các hành vi bị nghiêm cấm trong luật BHYT?,"1. Không đóng hoặc đóng BHYT không đầy đủ theo quy định của Luật BHYT. 2. Gian lận, giả mạo hồ sơ, thẻ BHYT. 3. Sử dụng tiền đóng BHYT, quỹ BHYT sai mục đích. 4. Cản trở, gây khó khăn hoặc làm thiệt hại đến quyền, lợi ích hợp pháp của người tham gia BHYT và của các bên liên quan đến BHYT. 5. Cố ý báo cáo sai sự thật, cung cấp sai lệch thông tin, số liệu về BHYT. 6. Lợi dụng chức vụ, quyền hạn, chuyên môn, nghiệp vụ để làm trái với quy định của pháp luật về BHYT.",https://dichvucong.moh.gov.vn/web/guest/hoi-dap?p_p_id=hoidap_WAR_oephoidapportlet&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_hoidap_WAR_oephoidapportlet_jspPage=%2Fhtml%2Fhoidap%2Fportlet%2Fguihoidap%2Ftimkiem_cauhoi.jsp&_hoidap_WAR_oephoidapportlet_linhvuc_id=1,24 câu hỏi
Câu hỏi Câu hỏi 8 :,"Trường hợp một người đồng thời thuộc nhiều đối tượng tham gia BHYT khác nhau quy định tại Điều 12 của Luật BHYT thì đóng BHYT theo đối tượng đầu tiên mà người đó được xác định theo thứ tự của các đối tượng quy định tại Điều 12 của Luật BHYT. Trường hợp Người lao động có thêm một hoặc nhiều hợp đồng lao động không xác định thời hạn hoặc hợp đồng lao động có thời hạn từ đủ 3 tháng trở lên thì đóng BHYT theo hợp đồng lao động có mức tiền lương cao nhất. Trường hợp đối tượng Người hoạt động không chuyên trách ở xã, phường, thị trấn đồng thời thuộc nhiều đối tượng tham gia BHYT khác nhau quy định tại Điều 12 của Luật BHYT thì đóng BHYT theo thứ tự như sau: do tổ chức BHXH đóng, do ngân sách nhà nước đóng, do đối tượng và Ủy ban nhân dân cấp xã đóng.",https://dichvucong.moh.gov.vn/web/guest/hoi-dap?p_p_id=hoidap_WAR_oephoidapportlet&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_hoidap_WAR_oephoidapportlet_jspPage=%2Fhtml%2Fhoidap%2Fportlet%2Fguihoidap%2Ftimkiem_cauhoi.jsp&_hoidap_WAR_oephoidapportlet_linhvuc_id=1,24 câu hỏi
Một người đồng thời thuộc nhiều đối tượng tham gia BHYT thì tham gia BHYT theo đối tượng nào?,"Trường hợp một người đồng thời thuộc nhiều đối tượng tham gia BHYT khác nhau quy định tại Điều 12 của Luật BHYT thì đóng BHYT theo đối tượng đầu tiên mà người đó được xác định theo thứ tự của các đối tượng quy định tại Điều 12 của Luật BHYT. Trường hợp Người lao động có thêm một hoặc nhiều hợp đồng lao động không xác định thời hạn hoặc hợp đồng lao động có thời hạn từ đủ 3 tháng trở lên thì đóng BHYT theo hợp đồng lao động có mức tiền lương cao nhất. Trường hợp đối tượng Người hoạt động không chuyên trách ở xã, phường, thị trấn đồng thời thuộc nhiều đối tượng tham gia BHYT khác nhau quy định tại Điều 12 của Luật BHYT thì đóng BHYT theo thứ tự như sau: do tổ chức BHXH đóng, do ngân sách nhà nước đóng, do đối tượng và Ủy ban nhân dân cấp xã đóng.",https://dichvucong.moh.gov.vn/web/guest/hoi-dap?p_p_id=hoidap_WAR_oephoidapportlet&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_hoidap_WAR_oephoidapportlet_jspPage=%2Fhtml%2Fhoidap%2Fportlet%2Fguihoidap%2Ftimkiem_cauhoi.jsp&_hoidap_WAR_oephoidapportlet_linhvuc_id=1,24 câu hỏi
Câu hỏi Câu hỏi 9 :,"Mức đóng BHYT hằng tháng của các đối tượng được quy định như sau: a) Bằng 4,5% tiền lương tháng của người lao động, trong đó người sử dụng lao động đóng 2/3 và người lao động đóng 1/3 đối với Người lao động làm việc theo hợp đồng lao động không xác định thời hạn, hợp đồng lao động có thời hạn từ đủ 3 tháng trở lên; người quản lý doanh nghiệp, đơn vị sự nghiệp ngoài công lập và người quản lý điều hành hợp tác xã hưởng tiền lương; cán bộ, công chức, viên chức (sau đây gọi chung là người lao động). Người sử dụng lao động có nghĩa vụ đóng BHYT cho người lao động; - Người lao động trong thời gian nghỉ việc hưởng chế độ ốm đau từ 14 ngày trở lên trong tháng theo quy định của pháp luật về BHXH thì không phải đóng BHYT nhưng vẫn được hưởng quyền lợi BHYT; - Người lao động trong thời gian bị tạm giam, tạm giữ hoặc tạm đình ch",https://dichvucong.moh.gov.vn/web/guest/hoi-dap?p_p_id=hoidap_WAR_oephoidapportlet&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_hoidap_WAR_oephoidapportlet_jspPage=%2Fhtml%2Fhoidap%2Fportlet%2Fguihoidap%2Ftimkiem_cauhoi.jsp&_hoidap_WAR_oephoidapportlet_linhvuc_id=1,24 câu hỏi
Mức đóng của các đối tượng tham gia BHYT theo quy định của pháp luật BHYT cụ thể như thế nào?. Trách...,"Mức đóng BHYT hằng tháng của các đối tượng được quy định như sau: a) Bằng 4,5% tiền lương tháng của người lao động, trong đó người sử dụng lao động đóng 2/3 và người lao động đóng 1/3 đối với Người lao động làm việc theo hợp đồng lao động không xác định thời hạn, hợp đồng lao động có thời hạn từ đủ 3 tháng trở lên; người quản lý doanh nghiệp, đơn vị sự nghiệp ngoài công lập và người quản lý điều hành hợp tác xã hưởng tiền lương; cán bộ, công chức, viên chức (sau đây gọi chung là người lao động). Người sử dụng lao động có nghĩa vụ đóng BHYT cho người lao động; - Người lao động trong thời gian nghỉ việc hưởng chế độ ốm đau từ 14 ngày trở lên trong tháng theo quy định của pháp luật về BHXH thì không phải đóng BHYT nhưng vẫn được hưởng quyền lợi BHYT; - Người lao động trong thời gian bị tạm giam, tạm giữ hoặc tạm đình ch",https://dichvucong.moh.gov.vn/web/guest/hoi-dap?p_p_id=hoidap_WAR_oephoidapportlet&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_hoidap_WAR_oephoidapportlet_jspPage=%2Fhtml%2Fhoidap%2Fportlet%2Fguihoidap%2Ftimkiem_cauhoi.jsp&_hoidap_WAR_oephoidapportlet_linhvuc_id=1,24 câu hỏi
Câu hỏi Câu hỏi 10 :,"Mức đóng bằng 4,5% mức lương cơ sở đối với Thân nhân của công nhân, viên chức quốc phòng đang phục vụ trong Quân đội, bao gồm đối tượng “ (1) Cha đẻ, mẹ đẻ; cha đẻ, mẹ đẻ của vợ hoặc chồng; người nuôi dưỡng hợp pháp của bản thân, của vợ hoặc của chồng; (2) Vợ hoặc chồng; (3) Con đẻ, con nuôi hợp pháp từ trên 6 tuổi đến dưới 18 tuổi; con đẻ, con nuôi hợp pháp từ đủ 18 tuổi trở lên nếu còn tiếp tục đi học phổ thông.” và do người sử dụng lao động đóng; Trường hợp các thân nhân nêu trên đồng thời thuộc nhiều đối tượng tham gia BHYT khác nhau quy định tại các Điều 1, 2, 3 và 4 NĐ số 146/2018/NĐ-CP thì đóng BHYT theo thứ tự như sau: Do người lao động và người sử dụng lao động đóng; do cơ quan bảo hiểm xã hội đóng; do ngân sách nhà nước đóng; do người sử dụng lao động đóng.",https://dichvucong.moh.gov.vn/web/guest/hoi-dap?p_p_id=hoidap_WAR_oephoidapportlet&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_hoidap_WAR_oephoidapportlet_jspPage=%2Fhtml%2Fhoidap%2Fportlet%2Fguihoidap%2Ftimkiem_cauhoi.jsp&_hoidap_WAR_oephoidapportlet_linhvuc_id=1,24 câu hỏi
"Đối với đối tượng Thân nhân của lực lượng công nhân, viên chức Quốc phòng đang phục vụ trong Quân độ...","Mức đóng bằng 4,5% mức lương cơ sở đối với Thân nhân của công nhân, viên chức quốc phòng đang phục vụ trong Quân đội, bao gồm đối tượng “ (1) Cha đẻ, mẹ đẻ; cha đẻ, mẹ đẻ của vợ hoặc chồng; người nuôi dưỡng hợp pháp của bản thân, của vợ hoặc của chồng; (2) Vợ hoặc chồng; (3) Con đẻ, con nuôi hợp pháp từ trên 6 tuổi đến dưới 18 tuổi; con đẻ, con nuôi hợp pháp từ đủ 18 tuổi trở lên nếu còn tiếp tục đi học phổ thông.” và do người sử dụng lao động đóng; Trường hợp các thân nhân nêu trên đồng thời thuộc nhiều đối tượng tham gia BHYT khác nhau quy định tại các Điều 1, 2, 3 và 4 NĐ số 146/2018/NĐ-CP thì đóng BHYT theo thứ tự như sau: Do người lao động và người sử dụng lao động đóng; do cơ quan bảo hiểm xã hội đóng; do ngân sách nhà nước đóng; do người sử dụng lao động đóng.",https://dichvucong.moh.gov.vn/web/guest/hoi-dap?p_p_id=hoidap_WAR_oephoidapportlet&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_hoidap_WAR_oephoidapportlet_jspPage=%2Fhtml%2Fhoidap%2Fportlet%2Fguihoidap%2Ftimkiem_cauhoi.jsp&_hoidap_WAR_oephoidapportlet_linhvuc_id=1,24 câu hỏi
Câu hỏi Câu hỏi 1 :,"Ngày 29/3/2013 Bộ Y tế đã ban hành Thông tư số 09/2013/TT-BYT hướng dẫn việc tổ chức quản lý hội nghị hội thảo quốc tế về y tế tại Việt Nam. Các tổ chức/cơ quan thuộc đối tượng áp dụng tại Điều 2, Chương I của Thông tư 09 nêu trên có nhu cầu tổ chức Hội nghị/Hội thảo quốc tế trong lĩnh vực y tế tại Việt Nam xin liên hệ với Bộ Y tế (Vụ Hợp tác quốc tế) để được hướng dẫn.",https://dichvucong.moh.gov.vn/web/guest/hoi-dap?p_p_id=hoidap_WAR_oephoidapportlet&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_hoidap_WAR_oephoidapportlet_jspPage=%2Fhtml%2Fhoidap%2Fportlet%2Fguihoidap%2Ftimkiem_cauhoi.jsp&_hoidap_WAR_oephoidapportlet_linhvuc_id=2,2 câu hỏi
"Đơn vị tôi muốn tổ chức Hội nghị/Hội thảo quốc tế trong lĩnh vực y tế tại Việt Nam, tôi phải liên hệ...","Ngày 29/3/2013 Bộ Y tế đã ban hành Thông tư số 09/2013/TT-BYT hướng dẫn việc tổ chức quản lý hội nghị hội thảo quốc tế về y tế tại Việt Nam. Các tổ chức/cơ quan thuộc đối tượng áp dụng tại Điều 2, Chương I của Thông tư 09 nêu trên có nhu cầu tổ chức Hội nghị/Hội thảo quốc tế trong lĩnh vực y tế tại Việt Nam xin liên hệ với Bộ Y tế (Vụ Hợp tác quốc tế) để được hướng dẫn.",https://dichvucong.moh.gov.vn/web/guest/hoi-dap?p_p_id=hoidap_WAR_oephoidapportlet&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_hoidap_WAR_oephoidapportlet_jspPage=%2Fhtml%2Fhoidap%2Fportlet%2Fguihoidap%2Ftimkiem_cauhoi.jsp&_hoidap_WAR_oephoidapportlet_linhvuc_id=2,2 câu hỏi
Câu hỏi Câu hỏi 2 :,"Hồ sơ xin phép tổ chức Hội nghị/Hội thảo quốc tế trong lĩnh vực y tế tại Việt Nam được thực hiện theo quy định tại Điều 4, Chương II, Thông tư số 09/2013/TT-BYT ngày 29/3/2013 hướng dẫn việc tổ chức quản lý hội nghị hội thảo quốc tế về y tế tại Việt Nam.",https://dichvucong.moh.gov.vn/web/guest/hoi-dap?p_p_id=hoidap_WAR_oephoidapportlet&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_hoidap_WAR_oephoidapportlet_jspPage=%2Fhtml%2Fhoidap%2Fportlet%2Fguihoidap%2Ftimkiem_cauhoi.jsp&_hoidap_WAR_oephoidapportlet_linhvuc_id=2,2 câu hỏi
Hồ sơ xin phép tổ chức Hội nghị/Hội thảo quốc tế trong lĩnh vực y tế tại Việt Nam gồm những giấy tờ ...,"Hồ sơ xin phép tổ chức Hội nghị/Hội thảo quốc tế trong lĩnh vực y tế tại Việt Nam được thực hiện theo quy định tại Điều 4, Chương II, Thông tư số 09/2013/TT-BYT ngày 29/3/2013 hướng dẫn việc tổ chức quản lý hội nghị hội thảo quốc tế về y tế tại Việt Nam.",https://dichvucong.moh.gov.vn/web/guest/hoi-dap?p_p_id=hoidap_WAR_oephoidapportlet&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_hoidap_WAR_oephoidapportlet_jspPage=%2Fhtml%2Fhoidap%2Fportlet%2Fguihoidap%2Ftimkiem_cauhoi.jsp&_hoidap_WAR_oephoidapportlet_linhvuc_id=2,2 câu hỏi
Câu hỏi Câu hỏi 1 :,"Theo Thông tư 279/2016/TT-BTC ngày 14/11/2016 của Bộ Tài chính quy định mức thu, chế độ thu, nộp, quản lý và sử dụng phí trong công tác an toàn vệ sinh thực phẩm và Thông tư 117/2018/TT – BTC ngày 28/11/2018 của Bộ trưởng Bộ tài chính sửa đổi một số điều của Thông tư số 279/2016/TT- BTC gồm các nội dung thu phí như sau: 1. Phí thẩm định cấp phép lưu hành, nhập khẩu, xác nhận, công bố trong lĩnh vực an toàn thực phẩm 2. Phí thẩm định cấp giấy chứng nhận đối với thực phẩm xuất khẩu 3. Phí thẩm định điều kiện hành nghề, kinh doanh thuộc lĩnh vực an toàn thực phẩm 4. Phí thẩm định nội dung kịch bản phim, chương trình trên băng, đĩa, phần mềm, trên các vật liệu khác và tài liệu trong quảng cáo thực phẩm, phụ gia thực phẩm, chất hỗ trợ chế biến thuộc lĩnh vực y tế 5. Phí thẩm định xác nhận kiến thức an toàn thực phẩm",https://dichvucong.moh.gov.vn/web/guest/hoi-dap?p_p_id=hoidap_WAR_oephoidapportlet&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_hoidap_WAR_oephoidapportlet_jspPage=%2Fhtml%2Fhoidap%2Fportlet%2Fguihoidap%2Ftimkiem_cauhoi.jsp&_hoidap_WAR_oephoidapportlet_linhvuc_id=3,58 câu hỏi
"Các tổ chức, cá nhân sản xuất, kinh doanh nhập khẩu, xuất khẩu thực phẩm khi nộp hồ sơ đề nghị cơ qu...","Theo Thông tư 279/2016/TT-BTC ngày 14/11/2016 của Bộ Tài chính quy định mức thu, chế độ thu, nộp, quản lý và sử dụng phí trong công tác an toàn vệ sinh thực phẩm và Thông tư 117/2018/TT – BTC ngày 28/11/2018 của Bộ trưởng Bộ tài chính sửa đổi một số điều của Thông tư số 279/2016/TT- BTC gồm các nội dung thu phí như sau: 1. Phí thẩm định cấp phép lưu hành, nhập khẩu, xác nhận, công bố trong lĩnh vực an toàn thực phẩm 2. Phí thẩm định cấp giấy chứng nhận đối với thực phẩm xuất khẩu 3. Phí thẩm định điều kiện hành nghề, kinh doanh thuộc lĩnh vực an toàn thực phẩm 4. Phí thẩm định nội dung kịch bản phim, chương trình trên băng, đĩa, phần mềm, trên các vật liệu khác và tài liệu trong quảng cáo thực phẩm, phụ gia thực phẩm, chất hỗ trợ chế biến thuộc lĩnh vực y tế 5. Phí thẩm định xác nhận kiến thức an toàn thực phẩm",https://dichvucong.moh.gov.vn/web/guest/hoi-dap?p_p_id=hoidap_WAR_oephoidapportlet&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_hoidap_WAR_oephoidapportlet_jspPage=%2Fhtml%2Fhoidap%2Fportlet%2Fguihoidap%2Ftimkiem_cauhoi.jsp&_hoidap_WAR_oephoidapportlet_linhvuc_id=3,58 câu hỏi
Câu hỏi Câu hỏi 2 :,Tên đơn vị hưởng: Cục An toàn thực phẩm Số TK: 1200208026339 Tại Ngân hàng: CN Sở Giao dịch Agribank,https://dichvucong.moh.gov.vn/web/guest/hoi-dap?p_p_id=hoidap_WAR_oephoidapportlet&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_hoidap_WAR_oephoidapportlet_jspPage=%2Fhtml%2Fhoidap%2Fportlet%2Fguihoidap%2Ftimkiem_cauhoi.jsp&_hoidap_WAR_oephoidapportlet_linhvuc_id=3,58 câu hỏi
Tài khoản nộp phí là gì?,Tên đơn vị hưởng: Cục An toàn thực phẩm Số TK: 1200208026339 Tại Ngân hàng: CN Sở Giao dịch Agribank,https://dichvucong.moh.gov.vn/web/guest/hoi-dap?p_p_id=hoidap_WAR_oephoidapportlet&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_hoidap_WAR_oephoidapportlet_jspPage=%2Fhtml%2Fhoidap%2Fportlet%2Fguihoidap%2Ftimkiem_cauhoi.jsp&_hoidap_WAR_oephoidapportlet_linhvuc_id=3,58 câu hỏi
Câu hỏi Câu hỏi 3 :,"Hiện nay Cục An toàn thực phẩm duy trì 3 website cung cấp Hệ thống dịch vụ công ATTP quốc gia gồm: 1. Trang web: nghidinh15.vfa.gov.vn đối với hồ sơ xin thẩm định cấp phép lưu hành, nhập khẩu, xác nhận công bố trong lĩnh vực an toàn thực phẩm; thẩm định điều kiện hành nghề, kinh doanh thuộc lĩnh vực an toàn thực phẩm 2. Trang web: xacnhanquangcao.vfa.gov.vn đối với hồ sơ xin thẩm định nội dung kịch bản phim, chương trình trên băng, đĩa, phần mềm, trên các vật liệu khác và tài liệu trong quảng cáo thực phẩm, phụ gia thực phẩm, chất hỗ trợ chế biến thuộc lĩnh vực y tế 3. Trang web: congbosanpham.vfa.gov.vn đối với hồ sơ xin thẩm định cấp phép lưu hành, nhập khẩu, xác nhận công bố đối với thuốc lá 4. Các hồ sơ khác không nằm trong danh mục thuộc Hệ thống dịch vụ công ATTP quốc gia của Cục An toàn thực phẩm phải nộp hồ sơ giấy tại Cục.",https://dichvucong.moh.gov.vn/web/guest/hoi-dap?p_p_id=hoidap_WAR_oephoidapportlet&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_hoidap_WAR_oephoidapportlet_jspPage=%2Fhtml%2Fhoidap%2Fportlet%2Fguihoidap%2Ftimkiem_cauhoi.jsp&_hoidap_WAR_oephoidapportlet_linhvuc_id=3,58 câu hỏi
